Date and Time,Rainfall units,Cumulative Rainfall  (cm) ,Rainfall (cm)
12/14/21 7:36,1258,25.16,0.02
12/14/21 7:36,1259,25.18,0.02
12/14/21 7:37,1260,25.2,0.02
12/14/21 7:38,1261,25.22,0.02
12/14/21 7:39,1262,25.24,0.02
12/14/21 7:40,1263,25.26,0.02
12/14/21 7:41,1264,25.28,0.02
12/14/21 7:41,1265,25.3,0.02
12/14/21 7:42,1266,25.32,0.02
12/14/21 7:43,1267,25.34,0.02
12/14/21 7:44,1268,25.36,0.02
12/14/21 7:44,1269,25.38,0.02
12/14/21 7:45,1270,25.4,0.02
12/14/21 7:47,1271,25.42,0.02
12/14/21 7:47,1272,25.44,0.02
12/14/21 7:48,1273,25.46,0.02
12/14/21 7:48,1274,25.48,0.02
12/14/21 7:49,1275,25.5,0.02
12/14/21 7:50,1276,25.52,0.02
12/14/21 7:51,1277,25.54,0.02
12/14/21 7:52,1278,25.56,0.02
12/14/21 7:53,1279,25.58,0.02
12/14/21 7:54,1280,25.6,0.02
12/14/21 7:55,1281,25.62,0.02
12/14/21 7:56,1282,25.64,0.02
12/14/21 7:57,1283,25.66,0.02
12/14/21 7:58,1284,25.68,0.02
12/14/21 7:59,1285,25.7,0.02
12/14/21 8:00,1286,25.72,0.02
12/14/21 8:01,1287,25.74,0.02
12/14/21 8:03,1288,25.76,0.02
12/14/21 8:04,1289,25.78,0.02
12/14/21 8:05,1290,25.8,0.02
12/14/21 8:06,1291,25.82,0.02
12/14/21 8:07,1292,25.84,0.02
12/14/21 8:08,1293,25.86,0.02
12/14/21 8:08,1294,25.88,0.02
12/14/21 8:09,1295,25.9,0.02
12/14/21 8:09,1296,25.92,0.02
12/14/21 8:10,1297,25.94,0.02
12/14/21 8:11,1298,25.96,0.02
12/14/21 8:11,1299,25.98,0.02
12/14/21 8:12,1300,26,0.02
12/14/21 8:12,1301,26.02,0.02
12/14/21 8:13,1302,26.04,0.02
12/14/21 8:13,1303,26.06,0.02
12/14/21 8:14,1304,26.08,0.02
12/14/21 8:15,1305,26.1,0.02
12/14/21 8:16,1306,26.12,0.02
12/14/21 8:16,1307,26.14,0.02
12/14/21 8:17,1308,26.16,0.02
12/14/21 8:18,1309,26.18,0.02
12/14/21 8:19,1310,26.2,0.02
12/14/21 8:20,1311,26.22,0.02
12/14/21 8:21,1312,26.24,0.02
12/14/21 8:21,1313,26.26,0.02
12/14/21 8:22,1314,26.28,0.02
12/14/21 8:23,1315,26.3,0.02
12/14/21 8:24,1316,26.32,0.02
12/14/21 8:25,1317,26.34,0.02
12/14/21 8:26,1318,26.36,0.02
12/14/21 8:27,1319,26.38,0.02
12/14/21 8:27,1320,26.4,0.02
12/14/21 8:28,1321,26.42,0.02
12/14/21 8:29,1322,26.44,0.02
12/14/21 8:30,1323,26.46,0.02
12/14/21 8:31,1324,26.48,0.02
12/14/21 8:31,1325,26.5,0.02
12/14/21 8:32,1326,26.52,0.02
12/14/21 8:33,1327,26.54,0.02
12/14/21 8:34,1328,26.56,0.02
12/14/21 8:34,1329,26.58,0.02
12/14/21 8:35,1330,26.6,0.02
12/14/21 8:36,1331,26.62,0.02
12/14/21 8:36,1332,26.64,0.02
12/14/21 8:37,1333,26.66,0.02
12/14/21 8:38,1334,26.68,0.02
12/14/21 8:40,1335,26.7,0.02
12/14/21 8:41,1336,26.72,0.02
12/14/21 8:42,1337,26.74,0.02
12/14/21 8:43,1338,26.76,0.02
12/14/21 8:44,1339,26.78,0.02
12/14/21 8:45,1340,26.8,0.02
12/14/21 8:45,1341,26.82,0.02
12/14/21 8:46,1342,26.84,0.02
12/14/21 8:47,1343,26.86,0.02
12/14/21 8:47,1344,26.88,0.02
12/14/21 8:48,1345,26.9,0.02
12/14/21 8:48,1346,26.92,0.02
12/14/21 8:48,1347,26.94,0.02
12/14/21 8:49,1348,26.96,0.02
12/14/21 8:49,1349,26.98,0.02
12/14/21 8:50,1350,27,0.02
12/14/21 8:50,1351,27.02,0.02
12/14/21 8:51,1352,27.04,0.02
12/14/21 8:53,1353,27.06,0.02
12/14/21 8:54,1354,27.08,0.02
12/14/21 8:55,1355,27.1,0.02
12/14/21 8:56,1356,27.12,0.02
12/14/21 8:57,1357,27.14,0.02
12/14/21 8:57,1358,27.16,0.02
12/14/21 8:58,1359,27.18,0.02
12/14/21 8:58,1360,27.2,0.02
12/14/21 8:59,1361,27.22,0.02
12/14/21 9:00,1362,27.24,0.02
12/14/21 9:00,1363,27.26,0.02
12/14/21 9:01,1364,27.28,0.02
12/14/21 9:01,1365,27.3,0.02
12/14/21 9:02,1366,27.32,0.02
12/14/21 9:03,1367,27.34,0.02
12/14/21 9:03,1368,27.36,0.02
12/14/21 9:04,1369,27.38,0.02
12/14/21 9:04,1370,27.4,0.02
12/14/21 9:05,1371,27.42,0.02
12/14/21 9:06,1372,27.44,0.02
12/14/21 9:06,1373,27.46,0.02
12/14/21 9:07,1374,27.48,0.02
12/14/21 9:08,1375,27.5,0.02
12/14/21 9:08,1376,27.52,0.02
12/14/21 9:09,1377,27.54,0.02
12/14/21 9:10,1378,27.56,0.02
12/14/21 9:11,1379,27.58,0.02
12/14/21 9:12,1380,27.6,0.02
12/14/21 9:13,1381,27.62,0.02
12/14/21 9:14,1382,27.64,0.02
12/14/21 9:16,1383,27.66,0.02
12/14/21 9:17,1384,27.68,0.02
12/14/21 9:18,1385,27.7,0.02
12/14/21 9:19,1386,27.72,0.02
12/14/21 9:19,1387,27.74,0.02
12/14/21 9:20,1388,27.76,0.02
12/14/21 9:21,1389,27.78,0.02
12/14/21 9:22,1390,27.8,0.02
12/14/21 9:23,1391,27.82,0.02
12/14/21 9:24,1392,27.84,0.02
12/14/21 9:25,1393,27.86,0.02
12/14/21 9:26,1394,27.88,0.02
12/14/21 9:26,1395,27.9,0.02
12/14/21 9:27,1396,27.92,0.02
12/14/21 9:28,1397,27.94,0.02
12/14/21 9:29,1398,27.96,0.02
12/14/21 9:31,1399,27.98,0.02
12/14/21 9:32,1400,28,0.02
12/14/21 9:33,1401,28.02,0.02
12/14/21 9:34,1402,28.04,0.02
12/14/21 9:35,1403,28.06,0.02
12/14/21 9:35,1404,28.08,0.02
12/14/21 9:36,1405,28.1,0.02
12/14/21 9:37,1406,28.12,0.02
12/14/21 9:39,1407,28.14,0.02
12/14/21 9:40,1408,28.16,0.02
12/14/21 9:42,1409,28.18,0.02
12/14/21 9:43,1410,28.2,0.02
12/14/21 9:45,1411,28.22,0.02
12/14/21 9:46,1412,28.24,0.02
12/14/21 9:47,1413,28.26,0.02
12/14/21 9:48,1414,28.28,0.02
12/14/21 9:49,1415,28.3,0.02
12/14/21 9:50,1416,28.32,0.02
12/14/21 9:52,1417,28.34,0.02
12/14/21 9:53,1418,28.36,0.02
12/14/21 9:59,1419,28.38,0.02
12/14/21 10:01,1420,28.4,0.02
12/14/21 10:02,1421,28.42,0.02
12/14/21 10:03,1422,28.44,0.02
12/14/21 10:06,1423,28.46,0.02
12/14/21 10:08,1424,28.48,0.02
12/14/21 10:09,1425,28.5,0.02
12/14/21 10:10,1426,28.52,0.02
12/14/21 10:13,1427,28.54,0.02
12/14/21 10:17,1428,28.56,0.02
12/14/21 10:19,1429,28.58,0.02
12/14/21 10:21,1430,28.6,0.02
12/14/21 10:23,1431,28.62,0.02
12/14/21 10:24,1432,28.64,0.02
12/14/21 10:26,1433,28.66,0.02
12/14/21 10:27,1434,28.68,0.02
12/14/21 10:28,1435,28.7,0.02
12/14/21 10:28,1436,28.72,0.02
12/14/21 10:29,1437,28.74,0.02
12/14/21 10:30,1438,28.76,0.02
12/14/21 10:31,1439,28.78,0.02
12/14/21 10:32,1440,28.8,0.02
12/14/21 10:34,1441,28.82,0.02
12/14/21 10:36,1442,28.84,0.02
12/14/21 10:38,1443,28.86,0.02
12/14/21 10:42,1444,28.88,0.02
12/14/21 10:43,1445,28.9,0.02
12/14/21 10:44,1446,28.92,0.02
12/14/21 10:46,1447,28.94,0.02
12/14/21 10:47,1448,28.96,0.02
12/14/21 10:48,1449,28.98,0.02
12/14/21 10:49,1450,29,0.02
12/14/21 10:50,1451,29.02,0.02
12/14/21 10:53,1452,29.04,0.02
12/14/21 10:57,1453,29.06,0.02
12/14/21 11:00,1454,29.08,0.02
12/14/21 11:02,1455,29.1,0.02
12/14/21 11:04,1456,29.12,0.02
12/14/21 11:07,1457,29.14,0.02
12/14/21 11:09,1458,29.16,0.02
12/14/21 11:11,1459,29.18,0.02
12/14/21 11:12,1460,29.2,0.02
12/14/21 11:13,1461,29.22,0.02
12/14/21 11:15,1462,29.24,0.02
12/14/21 11:18,1463,29.26,0.02
12/14/21 11:20,1464,29.28,0.02
12/14/21 11:21,1465,29.3,0.02
12/14/21 11:22,1466,29.32,0.02
12/14/21 11:23,1467,29.34,0.02
12/14/21 11:24,1468,29.36,0.02
12/14/21 11:25,1469,29.38,0.02
12/14/21 11:26,1470,29.4,0.02
12/14/21 11:27,1471,29.42,0.02
12/14/21 11:28,1472,29.44,0.02
12/14/21 11:28,1473,29.46,0.02
12/14/21 11:29,1474,29.48,0.02
12/14/21 11:30,1475,29.5,0.02
12/14/21 11:30,1476,29.52,0.02
12/14/21 11:31,1477,29.54,0.02
12/14/21 11:32,1478,29.56,0.02
12/14/21 11:33,1479,29.58,0.02
12/14/21 11:34,1480,29.6,0.02
12/14/21 11:35,1481,29.62,0.02
12/14/21 11:35,1482,29.64,0.02
12/14/21 11:36,1483,29.66,0.02
12/14/21 11:36,1484,29.68,0.02
12/14/21 11:36,1485,29.7,0.02
12/14/21 11:37,1486,29.72,0.02
12/14/21 11:37,1487,29.74,0.02
12/14/21 11:38,1488,29.76,0.02
12/14/21 11:43,1489,29.78,0.02
12/14/21 11:45,1490,29.8,0.02
12/14/21 11:47,1491,29.82,0.02
12/14/21 11:48,1492,29.84,0.02
12/14/21 11:49,1493,29.86,0.02
12/14/21 11:50,1494,29.88,0.02
12/14/21 11:51,1495,29.9,0.02
12/14/21 11:53,1496,29.92,0.02
12/14/21 11:54,1497,29.94,0.02
12/14/21 11:55,1498,29.96,0.02
12/14/21 11:59,1499,29.98,0.02
12/14/21 12:01,1500,30,0.02
12/14/21 12:03,1501,30.02,0.02
12/14/21 12:06,1502,30.04,0.02
12/14/21 12:09,1503,30.06,0.02
12/14/21 12:11,1504,30.08,0.02
12/14/21 12:12,1505,30.1,0.02
12/14/21 12:19,1506,30.12,0.02
12/14/21 12:26,1507,30.14,0.02
12/14/21 12:27,1508,30.16,0.02
12/14/21 12:28,1509,30.18,0.02
12/14/21 12:29,1510,30.2,0.02
12/14/21 12:30,1511,30.22,0.02
12/14/21 12:32,1512,30.24,0.02
12/14/21 12:35,1513,30.26,0.02
12/14/21 12:38,1514,30.28,0.02
12/14/21 12:39,1515,30.3,0.02
12/14/21 12:42,1516,30.32,0.02
12/14/21 12:45,1517,30.34,0.02
12/14/21 12:47,1518,30.36,0.02
12/14/21 12:49,1519,30.38,0.02
12/14/21 12:50,1520,30.4,0.02
12/14/21 12:52,1521,30.42,0.02
12/14/21 12:53,1522,30.44,0.02
12/14/21 12:55,1523,30.46,0.02
12/14/21 12:56,1524,30.48,0.02
12/14/21 12:57,1525,30.5,0.02
12/14/21 12:58,1526,30.52,0.02
12/14/21 13:00,1527,30.54,0.02
12/14/21 13:01,1528,30.56,0.02
12/14/21 13:04,1529,30.58,0.02
12/14/21 13:06,1530,30.6,0.02
12/14/21 13:08,1531,30.62,0.02
12/14/21 13:21,1532,30.64,0.02
12/14/21 13:28,1533,30.66,0.02
12/14/21 13:32,1534,30.68,0.02
12/14/21 13:34,1535,30.7,0.02
12/14/21 13:36,1536,30.72,0.02
12/14/21 13:37,1537,30.74,0.02
12/14/21 13:40,1538,30.76,0.02
12/14/21 13:49,1539,30.78,0.02
12/14/21 13:56,1540,30.8,0.02
12/14/21 13:59,1541,30.82,0.02
12/14/21 14:02,1542,30.84,0.02
12/14/21 14:28,1543,30.86,0.02
12/14/21 14:31,1544,30.88,0.02
12/14/21 14:34,1545,30.9,0.02
12/14/21 14:35,1546,30.92,0.02
12/14/21 14:46,1547,30.94,0.02
12/14/21 15:13,1548,30.96,0.02
12/14/21 15:35,1549,30.98,0.02
12/14/21 16:06,1550,31,0.02
12/14/21 16:29,1551,31.02,0.02
12/14/21 16:33,1552,31.04,0.02
12/14/21 16:52,1553,31.06,0.02
12/14/21 16:58,1554,31.08,0.02
12/23/21 1:07,1555,31.1,0.02
12/23/21 1:58,1556,31.12,0.02
12/23/21 2:12,1557,31.14,0.02
12/23/21 2:21,1558,31.16,0.02
12/23/21 2:41,1559,31.18,0.02
12/23/21 2:47,1560,31.2,0.02
12/23/21 2:50,1561,31.22,0.02
12/23/21 2:54,1562,31.24,0.02
12/23/21 2:58,1563,31.26,0.02
12/23/21 3:02,1564,31.28,0.02
12/23/21 3:09,1565,31.3,0.02
12/23/21 3:16,1566,31.32,0.02
12/23/21 3:24,1567,31.34,0.02
12/23/21 3:33,1568,31.36,0.02
12/23/21 3:43,1569,31.38,0.02
12/23/21 3:49,1570,31.4,0.02
12/23/21 3:51,1571,31.42,0.02
12/23/21 3:53,1572,31.44,0.02
12/23/21 3:55,1573,31.46,0.02
12/23/21 3:59,1574,31.48,0.02
12/23/21 4:17,1575,31.5,0.02
12/23/21 4:22,1576,31.52,0.02
12/23/21 4:33,1577,31.54,0.02
12/23/21 4:42,1578,31.56,0.02
12/23/21 4:49,1579,31.58,0.02
12/23/21 4:55,1580,31.6,0.02
12/23/21 5:03,1581,31.62,0.02
12/23/21 5:12,1582,31.64,0.02
12/23/21 5:19,1583,31.66,0.02
12/23/21 5:32,1584,31.68,0.02
12/23/21 5:55,1585,31.7,0.02
12/23/21 6:23,1586,31.72,0.02
12/23/21 6:28,1587,31.74,0.02
12/23/21 6:46,1588,31.76,0.02
12/23/21 7:15,1589,31.78,0.02
12/23/21 7:21,1590,31.8,0.02
12/23/21 7:23,1591,31.82,0.02
12/23/21 7:29,1592,31.84,0.02
12/23/21 7:42,1593,31.86,0.02
12/23/21 7:55,1594,31.88,0.02
12/23/21 8:10,1595,31.9,0.02
12/23/21 8:29,1596,31.92,0.02
12/23/21 8:48,1597,31.94,0.02
12/23/21 9:00,1598,31.96,0.02
12/23/21 9:19,1599,31.98,0.02
12/23/21 9:26,1600,32,0.02
12/23/21 9:34,1601,32.02,0.02
12/23/21 9:42,1602,32.04,0.02
12/23/21 9:54,1603,32.06,0.02
12/23/21 10:02,1604,32.08,0.02
12/23/21 10:04,1605,32.1,0.02
12/23/21 10:15,1606,32.12,0.02
12/23/21 10:18,1607,32.14,0.02
12/23/21 10:28,1608,32.16,0.02
12/23/21 10:46,1609,32.18,0.02
12/23/21 10:51,1610,32.2,0.02
12/23/21 11:08,1611,32.22,0.02
12/23/21 11:22,1612,32.24,0.02
12/23/21 11:31,1613,32.26,0.02
12/23/21 11:40,1614,32.28,0.02
12/23/21 11:49,1615,32.3,0.02
12/23/21 11:55,1616,32.32,0.02
12/23/21 12:00,1617,32.34,0.02
12/23/21 12:01,1618,32.36,0.02
12/23/21 12:02,1619,32.38,0.02
12/23/21 12:03,1620,32.4,0.02
12/23/21 12:05,1621,32.42,0.02
12/23/21 12:06,1622,32.44,0.02
12/23/21 12:07,1623,32.46,0.02
12/23/21 12:08,1624,32.48,0.02
12/23/21 12:12,1625,32.5,0.02
12/23/21 12:16,1626,32.52,0.02
12/23/21 12:18,1627,32.54,0.02
12/23/21 12:23,1628,32.56,0.02
12/23/21 12:28,1629,32.58,0.02
12/23/21 12:31,1630,32.6,0.02
12/23/21 12:34,1631,32.62,0.02
12/23/21 12:37,1632,32.64,0.02
12/23/21 12:39,1633,32.66,0.02
12/23/21 12:41,1634,32.68,0.02
12/23/21 12:42,1635,32.7,0.02
12/23/21 12:45,1636,32.72,0.02
12/23/21 12:47,1637,32.74,0.02
12/23/21 12:51,1638,32.76,0.02
12/23/21 12:55,1639,32.78,0.02
12/23/21 12:57,1640,32.8,0.02
12/23/21 12:58,1641,32.82,0.02
12/23/21 12:59,1642,32.84,0.02
12/23/21 13:00,1643,32.86,0.02
12/23/21 13:01,1644,32.88,0.02
12/23/21 13:03,1645,32.9,0.02
12/23/21 13:07,1646,32.92,0.02
12/23/21 13:08,1647,32.94,0.02
12/23/21 13:09,1648,32.96,0.02
12/23/21 13:12,1649,32.98,0.02
12/23/21 13:15,1650,33,0.02
12/23/21 13:17,1651,33.02,0.02
12/23/21 13:20,1652,33.04,0.02
12/23/21 13:22,1653,33.06,0.02
12/23/21 13:25,1654,33.08,0.02
12/23/21 13:27,1655,33.1,0.02
12/23/21 13:28,1656,33.12,0.02
12/23/21 13:28,1657,33.14,0.02
12/23/21 13:30,1658,33.16,0.02
12/23/21 13:31,1659,33.18,0.02
12/23/21 13:33,1660,33.2,0.02
12/23/21 13:34,1661,33.22,0.02
12/23/21 13:36,1662,33.24,0.02
12/23/21 13:37,1663,33.26,0.02
12/23/21 13:38,1664,33.28,0.02
12/23/21 13:40,1665,33.3,0.02
12/23/21 13:42,1666,33.32,0.02
12/23/21 13:43,1667,33.34,0.02
12/23/21 13:44,1668,33.36,0.02
12/23/21 13:45,1669,33.38,0.02
12/23/21 13:47,1670,33.4,0.02
12/23/21 13:48,1671,33.42,0.02
12/23/21 13:50,1672,33.44,0.02
12/23/21 13:52,1673,33.46,0.02
12/23/21 13:54,1674,33.48,0.02
12/23/21 13:55,1675,33.5,0.02
12/23/21 13:58,1676,33.52,0.02
12/23/21 13:59,1677,33.54,0.02
12/23/21 14:01,1678,33.56,0.02
12/23/21 14:02,1679,33.58,0.02
12/23/21 14:04,1680,33.6,0.02
12/23/21 14:06,1681,33.62,0.02
12/23/21 14:09,1682,33.64,0.02
12/23/21 14:10,1683,33.66,0.02
12/23/21 14:11,1684,33.68,0.02
12/23/21 14:12,1685,33.7,0.02
12/23/21 14:14,1686,33.72,0.02
12/23/21 14:17,1687,33.74,0.02
12/23/21 14:19,1688,33.76,0.02
12/23/21 14:21,1689,33.78,0.02
12/23/21 14:23,1690,33.8,0.02
12/23/21 14:26,1691,33.82,0.02
12/23/21 14:28,1692,33.84,0.02
12/23/21 14:29,1693,33.86,0.02
12/23/21 14:31,1694,33.88,0.02
12/23/21 14:32,1695,33.9,0.02
12/23/21 14:33,1696,33.92,0.02
12/23/21 14:34,1697,33.94,0.02
12/23/21 14:35,1698,33.96,0.02
12/23/21 14:37,1699,33.98,0.02
12/23/21 14:40,1700,34,0.02
12/23/21 14:42,1701,34.02,0.02
12/23/21 14:44,1702,34.04,0.02
12/23/21 14:46,1703,34.06,0.02
12/23/21 14:48,1704,34.08,0.02
12/23/21 14:51,1705,34.1,0.02
12/23/21 14:54,1706,34.12,0.02
12/23/21 14:57,1707,34.14,0.02
12/23/21 15:00,1708,34.16,0.02
12/23/21 15:04,1709,34.18,0.02
12/23/21 15:06,1710,34.2,0.02
12/23/21 15:08,1711,34.22,0.02
12/23/21 15:10,1712,34.24,0.02
12/23/21 15:15,1713,34.26,0.02
12/23/21 15:18,1714,34.28,0.02
12/23/21 15:23,1715,34.3,0.02
12/23/21 15:26,1716,34.32,0.02
12/23/21 15:31,1717,34.34,0.02
12/23/21 15:35,1718,34.36,0.02
12/23/21 15:39,1719,34.38,0.02
12/23/21 15:44,1720,34.4,0.02
12/23/21 15:47,1721,34.42,0.02
12/23/21 15:51,1722,34.44,0.02
12/23/21 15:55,1723,34.46,0.02
12/23/21 15:58,1724,34.48,0.02
12/23/21 16:05,1725,34.5,0.02
12/23/21 16:10,1726,34.52,0.02
12/23/21 16:13,1727,34.54,0.02
12/23/21 16:16,1728,34.56,0.02
12/23/21 16:25,1729,34.58,0.02
12/23/21 16:30,1730,34.6,0.02
12/23/21 16:41,1731,34.62,0.02
12/23/21 16:42,1732,34.64,0.02
12/23/21 16:43,1733,34.66,0.02
12/23/21 16:44,1734,34.68,0.02
12/23/21 16:45,1735,34.7,0.02
12/23/21 16:47,1736,34.72,0.02
12/23/21 16:50,1737,34.74,0.02
12/23/21 16:53,1738,34.76,0.02
12/23/21 16:54,1739,34.78,0.02
12/23/21 16:57,1740,34.8,0.02
12/23/21 16:59,1741,34.82,0.02
12/23/21 17:01,1742,34.84,0.02
12/23/21 17:04,1743,34.86,0.02
12/23/21 17:06,1744,34.88,0.02
12/23/21 17:09,1745,34.9,0.02
12/23/21 17:11,1746,34.92,0.02
12/23/21 17:13,1747,34.94,0.02
12/23/21 17:15,1748,34.96,0.02
12/23/21 17:17,1749,34.98,0.02
12/23/21 17:19,1750,35,0.02
12/23/21 17:21,1751,35.02,0.02
12/23/21 17:23,1752,35.04,0.02
12/23/21 17:26,1753,35.06,0.02
12/23/21 17:31,1754,35.08,0.02
12/23/21 17:35,1755,35.1,0.02
12/23/21 17:38,1756,35.12,0.02
12/23/21 17:40,1757,35.14,0.02
12/23/21 17:42,1758,35.16,0.02
12/23/21 17:44,1759,35.18,0.02
12/23/21 17:47,1760,35.2,0.02
12/23/21 17:50,1761,35.22,0.02
12/23/21 17:53,1762,35.24,0.02
12/23/21 17:57,1763,35.26,0.02
12/23/21 18:03,1764,35.28,0.02
12/23/21 18:05,1765,35.3,0.02
12/23/21 18:08,1766,35.32,0.02
12/23/21 18:12,1767,35.34,0.02
12/23/21 18:19,1768,35.36,0.02
12/23/21 18:24,1769,35.38,0.02
12/23/21 18:29,1770,35.4,0.02
12/23/21 18:34,1771,35.42,0.02
12/23/21 18:38,1772,35.44,0.02
12/23/21 18:40,1773,35.46,0.02
12/23/21 18:42,1774,35.48,0.02
12/23/21 18:44,1775,35.5,0.02
12/23/21 18:48,1776,35.52,0.02
12/23/21 18:50,1777,35.54,0.02
12/23/21 18:52,1778,35.56,0.02
12/23/21 18:54,1779,35.58,0.02
12/23/21 18:56,1780,35.6,0.02
12/23/21 18:57,1781,35.62,0.02
12/23/21 18:58,1782,35.64,0.02
12/23/21 19:00,1783,35.66,0.02
12/23/21 19:02,1784,35.68,0.02
12/23/21 19:06,1785,35.7,0.02
12/23/21 19:07,1786,35.72,0.02
12/23/21 19:09,1787,35.74,0.02
12/23/21 19:11,1788,35.76,0.02
12/23/21 19:12,1789,35.78,0.02
12/23/21 19:15,1790,35.8,0.02
12/23/21 19:21,1791,35.82,0.02
12/23/21 19:22,1792,35.84,0.02
12/23/21 19:23,1793,35.86,0.02
12/23/21 19:30,1794,35.88,0.02
12/23/21 19:33,1795,35.9,0.02
12/23/21 19:35,1796,35.92,0.02
12/23/21 19:36,1797,35.94,0.02
12/23/21 19:37,1798,35.96,0.02
12/23/21 19:39,1799,35.98,0.02
12/23/21 19:40,1800,36,0.02
12/23/21 19:42,1801,36.02,0.02
12/23/21 19:45,1802,36.04,0.02
12/23/21 19:46,1803,36.06,0.02
12/23/21 19:47,1804,36.08,0.02
12/23/21 19:48,1805,36.1,0.02
12/23/21 19:50,1806,36.12,0.02
12/23/21 19:52,1807,36.14,0.02
12/23/21 19:54,1808,36.16,0.02
12/23/21 19:56,1809,36.18,0.02
12/23/21 19:57,1810,36.2,0.02
12/23/21 19:59,1811,36.22,0.02
12/23/21 20:01,1812,36.24,0.02
12/23/21 20:04,1813,36.26,0.02
12/23/21 20:06,1814,36.28,0.02
12/23/21 20:08,1815,36.3,0.02
12/23/21 20:10,1816,36.32,0.02
12/23/21 20:13,1817,36.34,0.02
12/23/21 20:15,1818,36.36,0.02
12/23/21 20:18,1819,36.38,0.02
12/23/21 20:20,1820,36.4,0.02
12/23/21 20:21,1821,36.42,0.02
12/23/21 20:24,1822,36.44,0.02
12/23/21 20:26,1823,36.46,0.02
12/23/21 20:29,1824,36.48,0.02
12/23/21 20:30,1825,36.5,0.02
12/23/21 20:32,1826,36.52,0.02
12/23/21 20:34,1827,36.54,0.02
12/23/21 20:36,1828,36.56,0.02
12/23/21 20:38,1829,36.58,0.02
12/23/21 20:40,1830,36.6,0.02
12/23/21 20:42,1831,36.62,0.02
12/23/21 20:44,1832,36.64,0.02
12/23/21 20:45,1833,36.66,0.02
12/23/21 20:47,1834,36.68,0.02
12/23/21 20:48,1835,36.7,0.02
12/23/21 20:49,1836,36.72,0.02
12/23/21 20:50,1837,36.74,0.02
12/23/21 20:52,1838,36.76,0.02
12/23/21 20:53,1839,36.78,0.02
12/23/21 20:56,1840,36.8,0.02
12/23/21 20:57,1841,36.82,0.02
12/23/21 20:59,1842,36.84,0.02
12/23/21 21:00,1843,36.86,0.02
12/23/21 21:02,1844,36.88,0.02
12/23/21 21:03,1845,36.9,0.02
12/23/21 21:04,1846,36.92,0.02
12/23/21 21:05,1847,36.94,0.02
