Date and Time,Rainfall units,Cumulative Rainfall  (cm) ,Rainfall (cm)
12/30/21 1:09,2439,48.78,0.02
12/30/21 1:11,2440,48.8,0.02
12/30/21 1:13,2441,48.82,0.02
12/30/21 1:15,2442,48.84,0.02
12/30/21 1:17,2443,48.86,0.02
12/30/21 1:20,2444,48.88,0.02
12/30/21 1:22,2445,48.9,0.02
12/30/21 1:26,2446,48.92,0.02
12/30/21 1:28,2447,48.94,0.02
12/30/21 1:30,2448,48.96,0.02
12/30/21 1:32,2449,48.98,0.02
12/30/21 1:34,2450,49,0.02
12/30/21 1:36,2451,49.02,0.02
12/30/21 1:37,2452,49.04,0.02
12/30/21 1:38,2453,49.06,0.02
12/30/21 1:39,2454,49.08,0.02
12/30/21 1:41,2455,49.1,0.02
12/30/21 1:42,2456,49.12,0.02
12/30/21 1:44,2457,49.14,0.02
12/30/21 1:46,2458,49.16,0.02
12/30/21 1:48,2459,49.18,0.02
12/30/21 1:51,2460,49.2,0.02
12/30/21 1:54,2461,49.22,0.02
12/30/21 1:57,2462,49.24,0.02
12/30/21 2:00,2463,49.26,0.02
12/30/21 2:02,2464,49.28,0.02
12/30/21 2:05,2465,49.3,0.02
12/30/21 2:07,2466,49.32,0.02
12/30/21 2:08,2467,49.34,0.02
12/30/21 2:10,2468,49.36,0.02
12/30/21 2:11,2469,49.38,0.02
12/30/21 2:13,2470,49.4,0.02
12/30/21 2:15,2471,49.42,0.02
12/30/21 2:16,2472,49.44,0.02
12/30/21 2:18,2473,49.46,0.02
12/30/21 2:19,2474,49.48,0.02
12/30/21 2:21,2475,49.5,0.02
12/30/21 2:22,2476,49.52,0.02
12/30/21 2:23,2477,49.54,0.02
12/30/21 2:25,2478,49.56,0.02
12/30/21 2:26,2479,49.58,0.02
12/30/21 2:27,2480,49.6,0.02
12/30/21 2:29,2481,49.62,0.02
12/30/21 2:31,2482,49.64,0.02
12/30/21 2:33,2483,49.66,0.02
12/30/21 2:35,2484,49.68,0.02
12/30/21 2:37,2485,49.7,0.02
12/30/21 2:40,2486,49.72,0.02
12/30/21 2:44,2487,49.74,0.02
12/30/21 2:47,2488,49.76,0.02
12/30/21 2:51,2489,49.78,0.02
12/30/21 2:54,2490,49.8,0.02
12/30/21 2:56,2491,49.82,0.02
12/30/21 2:57,2492,49.84,0.02
12/30/21 2:59,2493,49.86,0.02
12/30/21 3:01,2494,49.88,0.02
12/30/21 3:04,2495,49.9,0.02
12/30/21 3:07,2496,49.92,0.02
12/30/21 3:10,2497,49.94,0.02
12/30/21 3:14,2498,49.96,0.02
12/30/21 3:18,2499,49.98,0.02
12/30/21 3:22,2500,50,0.02
12/30/21 3:24,2501,50.02,0.02
12/30/21 3:25,2502,50.04,0.02
12/30/21 3:27,2503,50.06,0.02
12/30/21 3:29,2504,50.08,0.02
12/30/21 3:30,2505,50.1,0.02
12/30/21 3:32,2506,50.12,0.02
12/30/21 3:34,2507,50.14,0.02
12/30/21 3:37,2508,50.16,0.02
12/30/21 3:41,2509,50.18,0.02
12/30/21 3:45,2510,50.2,0.02
12/30/21 3:48,2511,50.22,0.02
12/30/21 3:52,2512,50.24,0.02
12/30/21 3:54,2513,50.26,0.02
12/30/21 3:56,2514,50.28,0.02
12/30/21 3:59,2515,50.3,0.02
12/30/21 4:02,2516,50.32,0.02
12/30/21 4:04,2517,50.34,0.02
12/30/21 4:08,2518,50.36,0.02
12/30/21 4:11,2519,50.38,0.02
12/30/21 4:15,2520,50.4,0.02
12/30/21 4:17,2521,50.42,0.02
12/30/21 4:21,2522,50.44,0.02
12/30/21 4:23,2523,50.46,0.02
12/30/21 4:27,2524,50.48,0.02
12/30/21 4:30,2525,50.5,0.02
12/30/21 4:33,2526,50.52,0.02
12/30/21 4:37,2527,50.54,0.02
12/30/21 4:41,2528,50.56,0.02
12/30/21 4:43,2529,50.58,0.02
12/30/21 4:45,2530,50.6,0.02
12/30/21 4:49,2531,50.62,0.02
12/30/21 4:54,2532,50.64,0.02
12/30/21 4:57,2533,50.66,0.02
12/30/21 5:01,2534,50.68,0.02
12/30/21 5:06,2535,50.7,0.02
12/30/21 5:09,2536,50.72,0.02
12/30/21 5:13,2537,50.74,0.02
12/30/21 5:17,2538,50.76,0.02
12/30/21 5:22,2539,50.78,0.02
12/30/21 5:26,2540,50.8,0.02
12/30/21 5:31,2541,50.82,0.02
12/30/21 5:36,2542,50.84,0.02
12/30/21 5:40,2543,50.86,0.02
12/30/21 5:42,2544,50.88,0.02
12/30/21 5:44,2545,50.9,0.02
12/30/21 5:46,2546,50.92,0.02
12/30/21 5:49,2547,50.94,0.02
12/30/21 5:52,2548,50.96,0.02
12/30/21 5:54,2549,50.98,0.02
12/30/21 5:57,2550,51,0.02
12/30/21 5:59,2551,51.02,0.02
12/30/21 6:02,2552,51.04,0.02
12/30/21 6:05,2553,51.06,0.02
12/30/21 6:09,2554,51.08,0.02
12/30/21 6:12,2555,51.1,0.02
12/30/21 6:18,2556,51.12,0.02
12/30/21 6:21,2557,51.14,0.02
12/30/21 6:24,2558,51.16,0.02
12/30/21 6:26,2559,51.18,0.02
12/30/21 6:29,2560,51.2,0.02
12/30/21 6:33,2561,51.22,0.02
12/30/21 6:38,2562,51.24,0.02
12/30/21 6:42,2563,51.26,0.02
12/30/21 6:45,2564,51.28,0.02
12/30/21 6:48,2565,51.3,0.02
12/30/21 6:51,2566,51.32,0.02
12/30/21 6:53,2567,51.34,0.02
12/30/21 6:55,2568,51.36,0.02
12/30/21 6:58,2569,51.38,0.02
12/30/21 7:00,2570,51.4,0.02
12/30/21 7:02,2571,51.42,0.02
12/30/21 7:04,2572,51.44,0.02
12/30/21 7:05,2573,51.46,0.02
12/30/21 7:07,2574,51.48,0.02
12/30/21 7:10,2575,51.5,0.02
12/30/21 7:14,2576,51.52,0.02
12/30/21 7:18,2577,51.54,0.02
12/30/21 7:23,2578,51.56,0.02
12/30/21 7:28,2579,51.58,0.02
12/30/21 7:38,2580,51.6,0.02
12/30/21 7:42,2581,51.62,0.02
12/30/21 7:43,2582,51.64,0.02
12/30/21 7:45,2583,51.66,0.02
12/30/21 7:47,2584,51.68,0.02
12/30/21 7:49,2585,51.7,0.02
12/30/21 7:50,2586,51.72,0.02
12/30/21 7:51,2587,51.74,0.02
12/30/21 7:52,2588,51.76,0.02
12/30/21 7:54,2589,51.78,0.02
12/30/21 7:55,2590,51.8,0.02
12/30/21 7:56,2591,51.82,0.02
12/30/21 7:58,2592,51.84,0.02
12/30/21 8:01,2593,51.86,0.02
12/30/21 8:03,2594,51.88,0.02
12/30/21 8:04,2595,51.9,0.02
12/30/21 8:06,2596,51.92,0.02
12/30/21 8:08,2597,51.94,0.02
12/30/21 8:09,2598,51.96,0.02
12/30/21 8:11,2599,51.98,0.02
12/30/21 8:13,2600,52,0.02
12/30/21 8:14,2601,52.02,0.02
12/30/21 8:16,2602,52.04,0.02
12/30/21 8:19,2603,52.06,0.02
12/30/21 8:20,2604,52.08,0.02
12/30/21 8:22,2605,52.1,0.02
12/30/21 8:24,2606,52.12,0.02
12/30/21 8:26,2607,52.14,0.02
12/30/21 8:29,2608,52.16,0.02
12/30/21 8:32,2609,52.18,0.02
12/30/21 8:36,2610,52.2,0.02
12/30/21 8:39,2611,52.22,0.02
12/30/21 8:42,2612,52.24,0.02
12/30/21 8:45,2613,52.26,0.02
12/30/21 8:48,2614,52.28,0.02
12/30/21 8:50,2615,52.3,0.02
12/30/21 8:53,2616,52.32,0.02
12/30/21 8:55,2617,52.34,0.02
12/30/21 8:57,2618,52.36,0.02
12/30/21 8:58,2619,52.38,0.02
12/30/21 9:00,2620,52.4,0.02
12/30/21 9:02,2621,52.42,0.02
12/30/21 9:03,2622,52.44,0.02
12/30/21 9:04,2623,52.46,0.02
12/30/21 9:06,2624,52.48,0.02
12/30/21 9:07,2625,52.5,0.02
12/30/21 9:09,2626,52.52,0.02
12/30/21 9:11,2627,52.54,0.02
12/30/21 9:12,2628,52.56,0.02
12/30/21 9:14,2629,52.58,0.02
12/30/21 9:15,2630,52.6,0.02
12/30/21 9:16,2631,52.62,0.02
12/30/21 9:18,2632,52.64,0.02
12/30/21 9:19,2633,52.66,0.02
12/30/21 9:20,2634,52.68,0.02
12/30/21 9:21,2635,52.7,0.02
12/30/21 9:22,2636,52.72,0.02
12/30/21 9:23,2637,52.74,0.02
12/30/21 9:24,2638,52.76,0.02
12/30/21 9:26,2639,52.78,0.02
12/30/21 9:27,2640,52.8,0.02
12/30/21 9:28,2641,52.82,0.02
12/30/21 9:31,2642,52.84,0.02
12/30/21 9:33,2643,52.86,0.02
12/30/21 9:35,2644,52.88,0.02
12/30/21 9:36,2645,52.9,0.02
12/30/21 9:38,2646,52.92,0.02
12/30/21 9:39,2647,52.94,0.02
12/30/21 9:41,2648,52.96,0.02
12/30/21 9:42,2649,52.98,0.02
12/30/21 9:44,2650,53,0.02
12/30/21 9:45,2651,53.02,0.02
12/30/21 9:47,2652,53.04,0.02
12/30/21 9:49,2653,53.06,0.02
12/30/21 9:50,2654,53.08,0.02
12/30/21 9:53,2655,53.1,0.02
12/30/21 9:55,2656,53.12,0.02
12/30/21 9:57,2657,53.14,0.02
12/30/21 9:59,2658,53.16,0.02
12/30/21 10:01,2659,53.18,0.02
12/30/21 10:03,2660,53.2,0.02
12/30/21 10:04,2661,53.22,0.02
12/30/21 10:08,2662,53.24,0.02
12/30/21 10:14,2663,53.26,0.02
12/30/21 10:15,2664,53.28,0.02
12/30/21 10:17,2665,53.3,0.02
12/30/21 10:19,2666,53.32,0.02
12/30/21 10:20,2667,53.34,0.02
12/30/21 10:21,2668,53.36,0.02
12/30/21 10:22,2669,53.38,0.02
12/30/21 10:23,2670,53.4,0.02
12/30/21 10:25,2671,53.42,0.02
12/30/21 10:27,2672,53.44,0.02
12/30/21 10:31,2673,53.46,0.02
12/30/21 10:34,2674,53.48,0.02
12/30/21 10:36,2675,53.5,0.02
12/30/21 10:39,2676,53.52,0.02
12/30/21 10:42,2677,53.54,0.02
12/30/21 10:43,2678,53.56,0.02
12/30/21 10:45,2679,53.58,0.02
12/30/21 10:46,2680,53.6,0.02
12/30/21 10:48,2681,53.62,0.02
12/30/21 10:50,2682,53.64,0.02
12/30/21 10:52,2683,53.66,0.02
12/30/21 10:55,2684,53.68,0.02
12/30/21 10:58,2685,53.7,0.02
12/30/21 11:00,2686,53.72,0.02
12/30/21 11:03,2687,53.74,0.02
12/30/21 11:06,2688,53.76,0.02
12/30/21 11:09,2689,53.78,0.02
12/30/21 11:13,2690,53.8,0.02
12/30/21 11:14,2691,53.82,0.02
12/30/21 11:15,2692,53.84,0.02
12/30/21 11:15,2693,53.86,0.02
12/30/21 11:16,2694,53.88,0.02
12/30/21 11:19,2695,53.9,0.02
12/30/21 11:25,2696,53.92,0.02
12/30/21 11:31,2697,53.94,0.02
12/30/21 11:34,2698,53.96,0.02
12/30/21 11:35,2699,53.98,0.02
12/30/21 11:37,2700,54,0.02
12/30/21 11:39,2701,54.02,0.02
12/30/21 11:41,2702,54.04,0.02
12/30/21 11:49,2703,54.06,0.02
12/30/21 11:57,2704,54.08,0.02
12/30/21 12:03,2705,54.1,0.02
12/30/21 12:06,2706,54.12,0.02
12/30/21 12:13,2707,54.14,0.02
12/30/21 12:30,2708,54.16,0.02
12/30/21 12:38,2709,54.18,0.02
12/30/21 12:50,2710,54.2,0.02
12/30/21 12:53,2711,54.22,0.02
12/30/21 12:55,2712,54.24,0.02
12/30/21 12:57,2713,54.26,0.02
12/30/21 13:00,2714,54.28,0.02
12/30/21 13:03,2715,54.3,0.02
12/30/21 13:05,2716,54.32,0.02
12/30/21 13:08,2717,54.34,0.02
12/30/21 13:12,2718,54.36,0.02
12/30/21 13:17,2719,54.38,0.02
12/30/21 13:24,2720,54.4,0.02
12/30/21 13:31,2721,54.42,0.02
12/30/21 13:37,2722,54.44,0.02
12/30/21 13:40,2723,54.46,0.02
12/30/21 13:43,2724,54.48,0.02
12/30/21 13:45,2725,54.5,0.02
12/30/21 13:47,2726,54.52,0.02
12/30/21 13:49,2727,54.54,0.02
12/30/21 13:52,2728,54.56,0.02
12/30/21 13:59,2729,54.58,0.02
12/30/21 14:02,2730,54.6,0.02
12/30/21 14:06,2731,54.62,0.02
12/30/21 14:10,2732,54.64,0.02
12/30/21 14:15,2733,54.66,0.02
12/30/21 14:20,2734,54.68,0.02
12/30/21 14:26,2735,54.7,0.02
12/30/21 14:28,2736,54.72,0.02
12/30/21 14:30,2737,54.74,0.02
12/30/21 14:35,2738,54.76,0.02
12/30/21 14:41,2739,54.78,0.02
12/30/21 14:49,2740,54.8,0.02
12/30/21 14:55,2741,54.82,0.02
12/30/21 14:57,2742,54.84,0.02
12/30/21 15:02,2743,54.86,0.02
12/30/21 15:05,2744,54.88,0.02
12/30/21 15:11,2745,54.9,0.02
12/30/21 15:17,2746,54.92,0.02
12/30/21 15:21,2747,54.94,0.02
12/30/21 15:24,2748,54.96,0.02
12/30/21 15:28,2749,54.98,0.02
12/30/21 15:33,2750,55,0.02
12/30/21 15:37,2751,55.02,0.02
12/30/21 15:43,2752,55.04,0.02
12/30/21 15:47,2753,55.06,0.02
12/30/21 15:53,2754,55.08,0.02
12/30/21 15:56,2755,55.1,0.02
12/30/21 16:00,2756,55.12,0.02
12/30/21 16:04,2757,55.14,0.02
12/30/21 16:08,2758,55.16,0.02
12/30/21 16:12,2759,55.18,0.02
12/30/21 16:17,2760,55.2,0.02
12/30/21 16:21,2761,55.22,0.02
12/30/21 16:27,2762,55.24,0.02
12/30/21 16:33,2763,55.26,0.02
12/30/21 16:41,2764,55.28,0.02
12/30/21 16:45,2765,55.3,0.02
12/30/21 16:47,2766,55.32,0.02
12/30/21 16:52,2767,55.34,0.02
12/30/21 17:03,2768,55.36,0.02
12/30/21 17:08,2769,55.38,0.02
12/30/21 17:11,2770,55.4,0.02
12/30/21 17:13,2771,55.42,0.02
12/30/21 17:16,2772,55.44,0.02
12/30/21 17:18,2773,55.46,0.02
12/30/21 17:21,2774,55.48,0.02
12/30/21 17:23,2775,55.5,0.02
12/30/21 17:25,2776,55.52,0.02
12/30/21 17:27,2777,55.54,0.02
12/30/21 17:30,2778,55.56,0.02
12/30/21 17:31,2779,55.58,0.02
12/30/21 17:32,2780,55.6,0.02
12/30/21 17:35,2781,55.62,0.02
12/30/21 17:38,2782,55.64,0.02
12/30/21 17:42,2783,55.66,0.02
12/30/21 17:47,2784,55.68,0.02
12/30/21 17:51,2785,55.7,0.02
12/30/21 17:53,2786,55.72,0.02
12/30/21 17:58,2787,55.74,0.02
12/30/21 18:02,2788,55.76,0.02
12/30/21 18:09,2789,55.78,0.02
12/30/21 18:18,2790,55.8,0.02
12/30/21 19:15,2791,55.82,0.02
12/30/21 19:19,2792,55.84,0.02
12/30/21 19:22,2793,55.86,0.02
12/30/21 19:34,2794,55.88,0.02
1/17/22 11:39,2795,55.9,0.02
1/17/22 11:45,2796,55.92,0.02
1/17/22 11:47,2797,55.94,0.02
1/17/22 11:59,2798,55.96,0.02
1/17/22 12:32,2799,55.98,0.02
1/17/22 12:47,2800,56,0.02
1/17/22 12:48,2801,56.02,0.02
1/17/22 12:49,2802,56.04,0.02
1/17/22 12:50,2803,56.06,0.02
1/17/22 12:51,2804,56.08,0.02
1/17/22 12:53,2805,56.1,0.02
1/17/22 12:55,2806,56.12,0.02
1/17/22 12:57,2807,56.14,0.02
1/17/22 12:58,2808,56.16,0.02
1/17/22 12:59,2809,56.18,0.02
1/17/22 12:59,2810,56.2,0.02
1/17/22 13:01,2811,56.22,0.02
1/17/22 13:05,2812,56.24,0.02
1/17/22 13:29,2813,56.26,0.02
1/17/22 13:33,2814,56.28,0.02
1/17/22 13:39,2815,56.3,0.02
1/17/22 14:10,2816,56.32,0.02
1/17/22 17:10,2817,56.34,0.02
1/17/22 17:17,2818,56.36,0.02
1/17/22 17:53,2819,56.38,0.02
1/17/22 18:55,2820,56.4,0.02
1/17/22 20:20,2821,56.42,0.02
1/17/22 20:25,2822,56.44,0.02
1/17/22 20:29,2823,56.46,0.02
1/17/22 22:05,2824,56.48,0.02
1/18/22 0:33,2825,56.5,0.02
1/18/22 0:39,2826,56.52,0.02
1/18/22 0:50,2827,56.54,0.02
2/15/22 13:27,2828,56.56,0.02
2/15/22 13:28,2829,56.58,0.02
2/15/22 13:31,2830,56.6,0.02
2/15/22 13:39,2831,56.62,0.02
2/15/22 13:41,2832,56.64,0.02
2/15/22 13:43,2833,56.66,0.02
2/15/22 13:45,2834,56.68,0.02
2/15/22 13:48,2835,56.7,0.02
2/15/22 13:53,2836,56.72,0.02
2/15/22 13:54,2837,56.74,0.02
2/15/22 13:55,2838,56.76,0.02
2/15/22 13:56,2839,56.78,0.02
2/15/22 13:57,2840,56.8,0.02
2/15/22 13:58,2841,56.82,0.02
2/15/22 14:05,2842,56.84,0.02
2/15/22 14:13,2843,56.86,0.02
2/15/22 14:17,2844,56.88,0.02
2/15/22 14:19,2845,56.9,0.02
2/15/22 14:20,2846,56.92,0.02
2/15/22 14:21,2847,56.94,0.02
2/15/22 14:39,2848,56.96,0.02
2/15/22 14:40,2849,56.98,0.02
2/15/22 14:47,2850,57,0.02
2/15/22 23:59,2851,57.02,0.02
2/22/22 5:17,2852,57.04,0.02
2/22/22 6:19,2853,57.06,0.02
2/22/22 6:34,2854,57.08,0.02
2/22/22 7:18,2855,57.1,0.02
2/22/22 7:26,2856,57.12,0.02
2/22/22 8:27,2857,57.14,0.02
2/22/22 8:43,2858,57.16,0.02
2/22/22 9:09,2859,57.18,0.02
2/22/22 9:13,2860,57.2,0.02
2/22/22 9:27,2861,57.22,0.02
2/22/22 9:51,2862,57.24,0.02
3/4/22 1:46,2863,57.26,0.02
3/4/22 1:47,2864,57.28,0.02
3/4/22 1:48,2865,57.3,0.02
3/4/22 1:48,2866,57.32,0.02
3/4/22 1:49,2867,57.34,0.02
3/4/22 1:50,2868,57.36,0.02
3/4/22 1:51,2869,57.38,0.02
3/4/22 1:54,2870,57.4,0.02
3/4/22 2:33,2871,57.42,0.02
3/4/22 2:45,2872,57.44,0.02
3/4/22 2:47,2873,57.46,0.02
3/4/22 2:50,2874,57.48,0.02
3/4/22 2:55,2875,57.5,0.02
3/4/22 12:57,2876,57.52,0.02
3/5/22 2:13,2877,57.54,0.02
3/5/22 4:50,2878,57.56,0.02
3/5/22 10:20,2879,57.58,0.02
3/5/22 10:29,2880,57.6,0.02
3/5/22 10:34,2881,57.62,0.02
3/5/22 10:38,2882,57.64,0.02
3/5/22 10:48,2883,57.66,0.02
3/5/22 15:20,2884,57.68,0.02
3/5/22 15:29,2885,57.7,0.02
3/5/22 15:36,2886,57.72,0.02
3/5/22 15:41,2887,57.74,0.02
3/5/22 15:50,2888,57.76,0.02
3/28/22 9:58,2889,57.78,0.02
3/28/22 10:02,2890,57.8,0.02
3/28/22 10:08,2891,57.82,0.02
3/28/22 10:13,2892,57.84,0.02
3/28/22 10:17,2893,57.86,0.02
3/28/22 10:22,2894,57.88,0.02
3/28/22 10:26,2895,57.9,0.02
3/28/22 10:34,2896,57.92,0.02
3/28/22 10:40,2897,57.94,0.02
3/28/22 10:46,2898,57.96,0.02
3/28/22 10:50,2899,57.98,0.02
3/28/22 10:55,2900,58,0.02
3/28/22 10:58,2901,58.02,0.02
3/28/22 11:00,2902,58.04,0.02
3/28/22 11:04,2903,58.06,0.02
3/28/22 11:08,2904,58.08,0.02
3/28/22 11:11,2905,58.1,0.02
3/28/22 11:13,2906,58.12,0.02
3/28/22 11:16,2907,58.14,0.02
3/28/22 11:19,2908,58.16,0.02
3/28/22 11:21,2909,58.18,0.02
3/28/22 11:22,2910,58.2,0.02
3/28/22 11:24,2911,58.22,0.02
3/28/22 11:27,2912,58.24,0.02
3/28/22 11:29,2913,58.26,0.02
3/28/22 11:32,2914,58.28,0.02
3/28/22 11:33,2915,58.3,0.02
3/28/22 11:34,2916,58.32,0.02
3/28/22 11:35,2917,58.34,0.02
3/28/22 11:37,2918,58.36,0.02
3/28/22 11:38,2919,58.38,0.02
3/28/22 11:40,2920,58.4,0.02
3/28/22 11:42,2921,58.42,0.02
3/28/22 11:45,2922,58.44,0.02
3/28/22 11:47,2923,58.46,0.02
3/28/22 11:49,2924,58.48,0.02
3/28/22 11:51,2925,58.5,0.02
3/28/22 11:57,2926,58.52,0.02
3/28/22 12:06,2927,58.54,0.02
3/28/22 12:08,2928,58.56,0.02
3/28/22 12:14,2929,58.58,0.02
3/28/22 12:19,2930,58.6,0.02
3/28/22 12:21,2931,58.62,0.02
3/28/22 12:22,2932,58.64,0.02
3/28/22 12:23,2933,58.66,0.02
3/28/22 12:25,2934,58.68,0.02
3/28/22 12:28,2935,58.7,0.02
3/28/22 12:32,2936,58.72,0.02
3/28/22 12:33,2937,58.74,0.02
3/28/22 12:35,2938,58.76,0.02
3/28/22 12:37,2939,58.78,0.02
3/28/22 12:39,2940,58.8,0.02
3/28/22 12:40,2941,58.82,0.02
3/28/22 12:41,2942,58.84,0.02
3/28/22 12:42,2943,58.86,0.02
3/28/22 12:42,2944,58.88,0.02
3/28/22 12:43,2945,58.9,0.02
3/28/22 12:45,2946,58.92,0.02
3/28/22 12:46,2947,58.94,0.02
3/28/22 12:47,2948,58.96,0.02
3/28/22 12:48,2949,58.98,0.02
3/28/22 12:49,2950,59,0.02
3/28/22 12:50,2951,59.02,0.02
3/28/22 12:51,2952,59.04,0.02
3/28/22 12:52,2953,59.06,0.02
3/28/22 12:53,2954,59.08,0.02
3/28/22 12:55,2955,59.1,0.02
3/28/22 12:56,2956,59.12,0.02
3/28/22 12:56,2957,59.14,0.02
3/28/22 12:57,2958,59.16,0.02
3/28/22 12:58,2959,59.18,0.02
3/28/22 13:00,2960,59.2,0.02
3/28/22 13:00,2961,59.22,0.02
3/28/22 13:01,2962,59.24,0.02
3/28/22 13:02,2963,59.26,0.02
3/28/22 13:04,2964,59.28,0.02
3/28/22 13:05,2965,59.3,0.02
3/28/22 13:07,2966,59.32,0.02
3/28/22 13:09,2967,59.34,0.02
3/28/22 13:10,2968,59.36,0.02
3/28/22 13:11,2969,59.38,0.02
3/28/22 13:12,2970,59.4,0.02
3/28/22 13:13,2971,59.42,0.02
3/28/22 13:15,2972,59.44,0.02
3/28/22 13:16,2973,59.46,0.02
3/28/22 13:17,2974,59.48,0.02
3/28/22 13:18,2975,59.5,0.02
3/28/22 13:20,2976,59.52,0.02
3/28/22 13:21,2977,59.54,0.02
3/28/22 13:22,2978,59.56,0.02
3/28/22 13:23,2979,59.58,0.02
3/28/22 13:25,2980,59.6,0.02
3/28/22 13:26,2981,59.62,0.02
3/28/22 13:29,2982,59.64,0.02
3/28/22 13:31,2983,59.66,0.02
3/28/22 13:33,2984,59.68,0.02
3/28/22 13:36,2985,59.7,0.02
3/28/22 13:38,2986,59.72,0.02
3/28/22 13:40,2987,59.74,0.02
3/28/22 13:43,2988,59.76,0.02
3/28/22 13:45,2989,59.78,0.02
3/28/22 13:49,2990,59.8,0.02
3/28/22 13:51,2991,59.82,0.02
3/28/22 13:54,2992,59.84,0.02
3/28/22 13:56,2993,59.86,0.02
3/28/22 13:58,2994,59.88,0.02
3/28/22 14:06,2995,59.9,0.02
3/28/22 17:53,2996,59.92,0.02
3/28/22 17:59,2997,59.94,0.02
3/28/22 18:00,2998,59.96,0.02
3/28/22 18:04,2999,59.98,0.02
3/28/22 18:11,3000,60,0.02
3/28/22 18:17,3001,60.02,0.02
3/28/22 18:20,3002,60.04,0.02
3/28/22 18:27,3003,60.06,0.02
3/28/22 18:32,3004,60.08,0.02
3/28/22 18:37,3005,60.1,0.02
3/28/22 18:40,3006,60.12,0.02
3/28/22 18:42,3007,60.14,0.02
3/28/22 18:44,3008,60.16,0.02
3/28/22 18:45,3009,60.18,0.02
3/28/22 18:47,3010,60.2,0.02
3/28/22 18:50,3011,60.22,0.02
3/28/22 18:51,3012,60.24,0.02
3/28/22 18:53,3013,60.26,0.02
3/28/22 18:54,3014,60.28,0.02
3/28/22 18:57,3015,60.3,0.02
3/28/22 18:59,3016,60.32,0.02
3/28/22 19:02,3017,60.34,0.02
3/28/22 19:04,3018,60.36,0.02
3/28/22 19:07,3019,60.38,0.02
3/28/22 19:11,3020,60.4,0.02
3/28/22 19:14,3021,60.42,0.02
3/28/22 19:19,3022,60.44,0.02
3/28/22 19:24,3023,60.46,0.02
3/28/22 19:30,3024,60.48,0.02
3/28/22 19:50,3025,60.5,0.02
3/28/22 20:20,3026,60.52,0.02
3/28/22 20:23,3027,60.54,0.02
3/28/22 20:24,3028,60.56,0.02
3/28/22 20:26,3029,60.58,0.02
3/28/22 20:29,3030,60.6,0.02
3/28/22 20:31,3031,60.62,0.02
3/28/22 20:43,3032,60.64,0.02
3/28/22 20:51,3033,60.66,0.02
3/28/22 21:12,3034,60.68,0.02
3/28/22 21:56,3035,60.7,0.02
3/28/22 22:09,3036,60.72,0.02
3/28/22 22:12,3037,60.74,0.02
3/28/22 22:19,3038,60.76,0.02
3/29/22 0:35,3039,60.78,0.02
3/29/22 2:45,3040,60.8,0.02